date,state,positive,hospitalizedCumulative,death
,,,,
20200422,UT,3445,288,34
,,,,
20200421,UT,3296,277,32
,,,,
20200420,UT,3213,268,28
,,,,
20200419,UT,3069,259,27
,,,,
20200418,UT,2931,251,25
,,,,
20200417,UT,2805,244,23
,,,,
20200416,UT,2683,238,21
,,,,
20200415,UT,2542,221,20
,,,,
20200414,UT,2412,213,19
,,,,
20200413,UT,2363,201,18
,,,,
20200412,UT,2303,195,18
,,,,
20200411,UT,2206,190,18
,,,,
20200410,UT,2102,183,17
,,,,
20200409,UT,1976,168,13
,,,,
20200408,UT,1846,158,13
,,,,
20200407,UT,1738,148,13
,,,,
20200406,UT,1675,138,13
,,,,
20200405,UT,1605,124,8
,,,,
20200404,UT,1428,117,8
,,,,
20200403,UT,1246,106,7
,,,,
20200402,UT,1074,100,7
,,,,
20200401,UT,1012,91,7
,,,,
20200331,UT,887,73,5
,,,,
20200330,UT,806,,4
,,,,
20200329,UT,719,,2
,,,,
20200328,UT,602,,2
,,,,
20200327,UT,480,,2
,,,,
20200326,UT,402,,1
,,,,
20200325,UT,346,,1
,,,,
20200324,UT,299,,1
,,,,
20200323,UT,257,,1
,,,,
20200322,UT,181,,1
,,,,
20200321,UT,136,,0
,,,,
20200320,UT,112,,0
,,,,
20200319,UT,78,,0
,,,,
20200318,UT,63,,0
,,,,
20200317,UT,51,,0
,,,,
20201202,VA,242480,14883,4113
,,,,
20201201,VA,240063,14725,4093
,,,,
20201130,VA,237835,14619,4062
,,,,
20201129,VA,235942,14572,4058
,,,,
20201128,VA,233617,14516,4054
,,,,
20201127,VA,230444,14451,4044
,,,,
20201126,VA,228900,14417,4029
,,,,
20201125,VA,226300,14312,4008
,,,,
20201124,VA,223582,14212,3979
,,,,
20201123,VA,221038,14096,3942
,,,,
20201122,VA,217796,14046,3938
,,,,
20201121,VA,215679,14017,3938
,,,,
20201120,VA,213331,13914,3912
,,,,
20201119,VA,210787,13815,3896
,,,,
20201118,VA,208833,13707,3860
,,,,
20201117,VA,206762,13608,3835
,,,,
20201116,VA,204637,13552,3806
,,,,
20201115,VA,201960,13504,3800
,,,,
20201114,VA,200799,13480,3799
,,,,
20201113,VA,199262,13408,3785
,,,,
20201112,VA,198027,13339,3758
,,,,
20201111,VA,196506,13273,3741
,,,,
20201110,VA,194912,13183,3726
,,,,
20201109,VA,193477,13116,3713
,,,,
20201108,VA,192175,13064,3707
,,,,
20201107,VA,190873,13022,3704
,,,,
20201106,VA,188770,12936,3682
,,,,
20201105,VA,187202,12865,3688
,,,,
20201104,VA,185836,12797,3677
,,,,
20201103,VA,184679,12739,3666
,,,,
20201102,VA,183418,12674,3658
,,,,
20201101,VA,182392,12647,3655
,,,,
20201031,VA,181190,12604,3654
,,,,
20201030,VA,179639,12511,3643
,,,,
20201029,VA,178183,12454,3636
,,,,
20201028,VA,176754,12384,3616
,,,,
20201027,VA,175409,12320,3600
,,,,
20201026,VA,174275,12260,3581
,,,,
20201025,VA,173371,12233,3579
,,,,
20201024,VA,172372,12198,3578
,,,,
20201023,VA,171284,12140,3539
,,,,
20201022,VA,170104,12073,3524
,,,,
20201021,VA,168772,12010,3515
,,,,
20201020,VA,167754,11955,3485
,,,,
20201019,VA,166828,11882,3457
,,,,
20201018,VA,166138,11861,3433
,,,,
20201017,VA,165238,11831,3422
,,,,
20201016,VA,164124,11780,3408
,,,,
20201015,VA,162941,11704,3388
,,,,
20201014,VA,161610,11628,3381
,,,,
20201013,VA,160805,11598,3372
,,,,
20201012,VA,159570,11553,3361
,,,,
20201011,VA,158716,11519,3358
,,,,
20201010,VA,157905,11501,3354
,,,,
20201009,VA,156649,11447,3344
,,,,
20201008,VA,155535,11393,3328
,,,,
20201007,VA,153691,11345,3303
,,,,
20201006,VA,153182,11316,3291
,,,,
20201005,VA,152557,11259,3276
,,,,
20201004,VA,151870,11221,3273
,,,,
20201003,VA,150803,11191,3270
,,,,
20201002,VA,149687,11140,3250
,,,,
20201001,VA,148721,11092,3228
,,,,
20200930,VA,148271,11041,3208
,,,,
20200929,VA,147516,10978,3187
,,,,
20200928,VA,146593,10916,3172
,,,,
20200927,VA,146144,10889,3159
,,,,
20200926,VA,145408,10863,3144
,,,,
20200925,VA,144433,10806,3136
,,,,
20200924,VA,143492,10769,3113
,,,,
20200923,VA,142590,10718,3089
,,,,
20200922,VA,142010,10675,3060
,,,,
20200921,VA,141138,10613,3021
,,,,
20200920,VA,140511,10591,3015
,,,,
20200919,VA,139655,10562,2990
,,,,
20200918,VA,138702,10520,2949
,,,,
20200917,VA,137460,10464,2920
,,,,
20200916,VA,136359,10389,2884
,,,,
20200915,VA,135514,10337,2839
,,,,
20200914,VA,134571,10293,2743
,,,,
20200913,VA,133814,10244,2724
,,,,
20200912,VA,132940,10218,2722
,,,,
20200911,VA,131640,10155,2711
,,,,
20200910,VA,130525,10085,2708
,,,,
20200909,VA,129289,10008,2697
,,,,
20200908,VA,128407,9932,2686
,,,,
20200907,VA,127571,9902,2684
,,,,
20200906,VA,126926,9881,2678
,,,,
20200905,VA,125727,9849,2677
,,,,
20200904,VA,124779,9798,2662
,,,,
20200903,VA,123668,9741,2652
,,,,
20200902,VA,122542,9678,2641
,,,,
20200901,VA,121615,9621,2612
,,,,
20200831,VA,120594,9569,2580
,,,,
20200830,VA,119747,9555,2569
,,,,
20200829,VA,118809,9512,2568
,,,,
20200828,VA,117592,9460,2550
,,,,
20200827,VA,115458,9391,2515
,,,,
20200826,VA,115458,9326,2515
,,,,
20200825,VA,114635,9259,2494
,,,,
20200824,VA,113630,9207,2471
,,,,
20200823,VA,112966,9176,2467
,,,,
20200822,VA,112072,9139,2443
,,,,
20200821,VA,110860,9071,2436
,,,,
20200820,VA,109882,8998,2427
,,,,
20200819,VA,109019,8925,2410
,,,,
20200818,VA,108282,8849,2396
,,,,
20200817,VA,107421,8767,2385
,,,,
20200816,VA,106687,8737,2381
,,,,
20200815,VA,105750,8701,2381
,,,,
20200814,VA,104838,8650,2370
,,,,
20200813,VA,103622,8592,2363
,,,,
20200812,VA,102521,8532,2352
,,,,
20200811,VA,101745,8458,2344
,,,,
20200810,VA,100749,8391,2327
,,,,
20200809,VA,100086,8369,2326
,,,,
20200808,VA,99189,8332,2322
,,,,
20200807,VA,97882,8281,2317
,,,,
20200806,VA,95867,8183,2299
,,,,
20200805,VA,95049,8126,2274
,,,,
20200804,VA,94251,8085,2244
,,,,
20200803,VA,93106,8018,2218
,,,,
20200802,VA,91782,7955,2218
,,,,
20200801,VA,90801,7910,2215
,,,,
20200731,VA,89888,7866,2174
,,,,
20200730,VA,88904,7786,2141
,,,,
20200729,VA,87993,7738,2125
,,,,
20200728,VA,86994,7686,2095
,,,,
20200727,VA,86072,7647,2082
,,,,
20200726,VA,84567,7593,2078
,,,,
20200725,VA,83609,7570,2075
,,,,
20200724,VA,82364,7515,2067
,,,,
20200723,VA,81237,7437,2054
,,,,
20200722,VA,80393,7351,2051
,,,,
20200721,VA,79371,7267,2048
,,,,
20200720,VA,78375,7201,2031
,,,,
20200719,VA,77430,7165,2027
,,,,
20200718,VA,76373,7147,2025
,,,,
20200717,VA,75433,7087,2013
,,,,
20200716,VA,74431,7020,2007
,,,,
20200715,VA,73527,6905,1992
,,,,
20200714,VA,72443,6817,1977
,,,,
20200713,VA,71642,6765,1968
,,,,
20200712,VA,70670,6744,1966
,,,,
20200711,VA,69782,6707,1962
,,,,
20200710,VA,68931,6675,1958
,,,,
20200709,VA,67988,6625,1937
,,,,
20200708,VA,67375,6577,1905
,,,,
20200707,VA,66740,6512,1881
,,,,
20200706,VA,66102,6435,1853
,,,,
20200705,VA,65748,6418,1853
,,,,
20200704,VA,65109,6405,1849
,,,,
20200703,VA,64393,6382,1845
,,,,
20200702,VA,63735,6333,1816
,,,,
20200701,VA,63203,6262,1786
,,,,
20200630,VA,62787,6203,1763
,,,,
20200629,VA,62189,6164,1740
,,,,
20200628,VA,61736,6136,1732
,,,,
20200627,VA,61247,6120,1724
,,,,
20200626,VA,60570,6071,1700
,,,,
20200625,VA,59946,5995,1675
,,,,
20200624,VA,59514,5955,1661
,,,,
20200623,VA,58994,5913,1645
,,,,
20200622,VA,58465,5869,1620
,,,,
20200621,VA,57994,5840,1611
,,,,
20200620,VA,57443,5807,1607
,,,,
20200619,VA,56793,5797,1602
,,,,
20200618,VA,56238,5744,1586
,,,,
20200617,VA,55775,5692,1583
,,,,
20200616,VA,55331,5643,1570
,,,,
20200615,VA,54886,5588,1552
,,,,
20200614,VA,54506,5536,1546
,,,,
20200613,VA,53869,5511,1541
,,,,
20200612,VA,53211,5445,1534
,,,,
20200611,VA,52647,5360,1520
,,,,
20200610,VA,52177,5272,1514
,,,,
20200609,VA,51738,5203,1496
,,,,
20200608,VA,51251,5143,1477
,,,,
20200607,VA,50681,5106,1472
,,,,
20200606,VA,49397,5054,1460
,,,,
20200605,VA,48532,5008,1453
,,,,
20200604,VA,47856,4957,1445
,,,,
20200603,VA,46905,4884,1428
,,,,
20200602,VA,46239,4770,1407
,,,,
20200601,VA,45398,4694,1392
,,,,
20200531,VA,44607,4643,1375
,,,,
20200530,VA,43611,4601,1370
,,,,
20200529,VA,42533,4529,1358
,,,,
20200528,VA,41401,4442,1338
,,,,
20200527,VA,40249,4385,1281
,,,,
20200526,VA,39342,4325,1236
,,,,
20200525,VA,37727,4269,1208
,,,,
20200524,VA,36244,4214,1171
,,,,
20200523,VA,35749,4181,1159
,,,,
20200522,VA,34950,4145,1136
,,,,
20200521,VA,34137,4093,1099
,,,,
20200520,VA,32908,3979,1074
,,,,
20200519,VA,32145,3904,1041
,,,,
20200518,VA,31140,3822,1014
,,,,
20200517,VA,30388,3775,1009
,,,,
20200516,VA,29683,3724,1002
,,,,
20200515,VA,28672,3657,977
,,,,
20200514,VA,27813,3592,955
,,,,
20200513,VA,26746,3520,927
,,,,
20200512,VA,25800,3395,891
,,,,
20200511,VA,25070,3300,850
,,,,
20200510,VA,24081,3211,839
,,,,
20200509,VA,23196,3164,827
,,,,
20200508,VA,22342,3059,812
,,,,
20200507,VA,21570,2955,769
,,,,
20200506,VA,20256,2773,713
,,,,
20200505,VA,20256,2700,713
,,,,
20200504,VA,19492,2627,684
,,,,
20200503,VA,18671,2519,660
,,,,
20200502,VA,17731,2416,616
,,,,
20200501,VA,16901,2322,581
,,,,
20200430,VA,15846,2259,552
,,,,
20200429,VA,14961,2165,522
,,,,
20200428,VA,14339,2066,492
,,,,
20200427,VA,13535,2014,458
,,,,
20200426,VA,12970,1942,448
,,,,
20200425,VA,12366,1837,436
,,,,
20200424,VA,11594,1753,410
,,,,
20200423,VA,10998,1659,372
,,,,
20200422,VA,10266,1581,349
,,,,
20200421,VA,9630,1500,324
,,,,
20200420,VA,8990,1422,300
,,,,
20200419,VA,8537,1296,277
,,,,
20200418,VA,8053,1221,258
,,,,
20200417,VA,7491,1114,231
,,,,
20200416,VA,6889,1048,208
,,,,
20200415,VA,6500,978,195
,,,,
20200414,VA,6171,903,154
,,,,
20200413,VA,5747,872,149
,,,,
20200412,VA,5274,837,141
,,,,
20200411,VA,5077,772,130
,,,,
20200410,VA,4509,685,121
,,,,
20200409,VA,4042,563,109
,,,,
20200408,VA,3645,563,75
,,,,
20200407,VA,3333,497,63
,,,,
20200406,VA,2878,431,54
,,,,
20200405,VA,2637,390,51
,,,,
20200404,VA,2407,312,52
,,,,
20200403,VA,2012,246,46
,,,,
20200402,VA,1706,208,41
,,,,
20200401,VA,1484,165,34
,,,,
20200331,VA,1250,136,27
,,,,
20200330,VA,1020,112,25
,,,,
20200329,VA,890,99,22
,,,,
20200328,VA,739,83,17
,,,,
20200327,VA,604,65,14
,,,,
20200326,VA,460,59,13
,,,,
20200325,VA,391,45,9
,,,,
20200324,VA,290,38,7
,,,,
20200323,VA,254,32,6
,,,,
20200322,VA,219,25,3
,,,,
20200321,VA,152,20,2
,,,,
20200320,VA,114,19,2
,,,,
20200319,VA,94,,2
,,,,
20200318,VA,77,,1
,,,,
20200317,VA,67,,1
,,,,
20201202,VI,1563,,23
,,,,
20201201,VI,1550,,23
,,,,
20201130,VI,1544,,23
,,,,
20201129,VI,1544,,23
,,,,
20201128,VI,1538,,23
,,,,
20201127,VI,1521,,23
,,,,
20201126,VI,1521,,23
,,,,
20201125,VI,1521,,23
,,,,
20201124,VI,1507,,23
,,,,
20201123,VI,1504,,23
,,,,
20201122,VI,1504,,23
,,,,
20201121,VI,1491,,23
,,,,
20201120,VI,1482,,23
,,,,
20201119,VI,1469,,23
,,,,
20201118,VI,1463,,23
,,,,
20201117,VI,1450,,23
,,,,
20201116,VI,1434,,23
,,,,
20201115,VI,1434,,23
,,,,
20201114,VI,1434,,23
,,,,
20201113,VI,1410,,23
,,,,
20201112,VI,1410,,23
,,,,
20201111,VI,1410,,23
,,,,
20201110,VI,1410,,23
,,,,
20201109,VI,1405,,23
,,,,
20201108,VI,1405,,23
,,,,
20201107,VI,1390,,23
,,,,
20201106,VI,1390,,23
,,,,
20201105,VI,1388,,23
,,,,
20201104,VI,1388,,23
,,,,
20201103,VI,1385,,22
,,,,
20201102,VI,1378,,21
,,,,
20201101,VI,1376,,21
,,,,
20201031,VI,1376,,21
,,,,
20201030,VI,1362,,21
,,,,
20201029,VI,1353,,21
,,,,
20201028,VI,1353,,21
,,,,
20201027,VI,1351,,21
,,,,
20201026,VI,1348,,21
,,,,
20201025,VI,1346,,21
,,,,
20201024,VI,1346,,21
,,,,
20201023,VI,1346,,21
,,,,
20201022,VI,1343,,21
,,,,
20201021,VI,1337,,21
,,,,
20201020,VI,1335,,21
,,,,
20201019,VI,1335,,21
,,,,
20201018,VI,1335,,21
,,,,
20201017,VI,1329,,21
,,,,
20201016,VI,1329,,21
,,,,
20201015,VI,1327,,20
,,,,
20201014,VI,1328,,20
,,,,
20201013,VI,1325,,20
,,,,
20201012,VI,1325,,20
,,,,
20201011,VI,1325,,20
,,,,
20201010,VI,1324,,20
,,,,
20201009,VI,1324,,20
,,,,
20201008,VI,1322,,20
,,,,
20201007,VI,1321,,20
,,,,
20201006,VI,1322,,20
,,,,
20201005,VI,1322,,20
,,,,
20201004,VI,1327,,20
,,,,
20201003,VI,1326,,20
,,,,
20201002,VI,1326,,20
,,,,
20201001,VI,1323,,20
,,,,
20200930,VI,1318,,20
,,,,
20200929,VI,1318,,20
,,,,
20200928,VI,1317,,19
,,,,
20200927,VI,1317,,19
,,,,
20200926,VI,1296,,19
,,,,
20200925,VI,1296,,19
,,,,
20200924,VI,1290,,19
,,,,
20200923,VI,1278,,19
,,,,
20200922,VI,1276,,19
,,,,
20200921,VI,1269,,19
,,,,
20200920,VI,1269,,19
,,,,
20200919,VI,1242,,19
,,,,
20200918,VI,1242,,19
,,,,
20200917,VI,1238,,19
,,,,
20200916,VI,1232,,19
,,,,
20200915,VI,1225,,19
,,,,
20200914,VI,1221,,19
,,,,
20200913,VI,1220,,19
,,,,
20200912,VI,1211,,19
,,,,
20200911,VI,1201,,18
,,,,
20200910,VI,1197,,18
,,,,
20200909,VI,1191,,18
,,,,
20200908,VI,1191,,18
,,,,
20200907,VI,1190,,17
,,,,
20200906,VI,1181,,17
,,,,
20200905,VI,1167,,16
,,,,
20200904,VI,1150,,16
,,,,
20200903,VI,1144,,15
,,,,
20200902,VI,1143,,15
,,,,
20200901,VI,1139,,15
,,,,
20200831,VI,1134,,14
,,,,
20200830,VI,1129,,14
,,,,
20200829,VI,1118,,14
,,,,
20200828,VI,1075,,14
,,,,
20200827,VI,1052,,14
,,,,
20200826,VI,1030,,14
,,,,
20200825,VI,998,,12
,,,,
20200824,VI,984,,11
,,,,
20200823,VI,960,,10
,,,,
20200822,VI,960,,10
,,,,
20200821,VI,932,,10
,,,,
20200820,VI,869,,10
,,,,
20200819,VI,828,,9
,,,,
20200818,VI,796,,9
,,,,
20200817,VI,760,,9
,,,,
20200816,VI,741,,9
,,,,
20200815,VI,734,,9
,,,,
20200814,VI,704,,9
,,,,
20200813,VI,682,,9
,,,,
20200812,VI,639,,9
,,,,
20200811,VI,576,,9
,,,,
20200810,VI,547,,9
,,,,
20200809,VI,547,,9
,,,,
20200808,VI,528,,9
,,,,
20200807,VI,522,,9
,,,,
20200806,VI,501,,9
,,,,
20200805,VI,481,,8
,,,,
20200804,VI,463,,8
,,,,
20200803,VI,439,,8
,,,,
20200802,VI,421,,8
,,,,
20200801,VI,421,,8
,,,,
20200731,VI,406,,8
,,,,
20200730,VI,385,,8
,,,,
20200729,VI,385,,8
,,,,
20200728,VI,375,,7
,,,,
20200727,VI,364,,7
,,,,
20200726,VI,361,,7
,,,,
20200725,VI,352,,7
,,,,
20200724,VI,336,,7
,,,,
20200723,VI,336,,7
,,,,
20200722,VI,320,,7
,,,,
20200721,VI,308,,6
,,,,
20200720,VI,304,,6
,,,,
20200719,VI,297,,6
,,,,
20200718,VI,283,,6
,,,,
20200717,VI,263,,6
,,,,
20200716,VI,249,,6
,,,,
20200715,VI,243,,6
,,,,
20200714,VI,206,,6
,,,,
20200713,VI,206,,6
,,,,
20200712,VI,181,,6
,,,,
20200711,VI,167,,6
,,,,
20200710,VI,153,,6
,,,,
20200709,VI,144,,6
,,,,
20200708,VI,122,,6
,,,,
20200707,VI,116,,6
,,,,
20200706,VI,112,,6
,,,,
20200705,VI,111,,6
,,,,
20200704,VI,111,,6
,,,,
20200703,VI,98,,6
,,,,
20200702,VI,92,,6
,,,,
20200701,VI,90,,6
,,,,
20200630,VI,84,,6
,,,,
20200629,VI,81,,6
,,,,
20200628,VI,81,,6
,,,,
20200627,VI,81,,6
,,,,
20200626,VI,81,,6
,,,,
20200625,VI,80,,6
,,,,
20200624,VI,78,,6
,,,,
20200623,VI,76,,6
,,,,
20200622,VI,76,,6
,,,,
20200621,VI,76,,6
,,,,
20200620,VI,74,,6
,,,,
20200619,VI,74,,6
,,,,
20200618,VI,73,,6
,,,,
20200617,VI,73,,6
,,,,
20200616,VI,73,,6
,,,,
20200615,VI,73,,6
,,,,
20200614,VI,72,,6
,,,,
20200613,VI,72,,6
,,,,
20200612,VI,72,,6
,,,,
20200611,VI,72,,6
,,,,
20200610,VI,72,,6
,,,,
20200609,VI,71,,6
,,,,
20200608,VI,71,,6
,,,,
20200607,VI,71,,6
,,,,
20200606,VI,71,,6
,,,,
20200605,VI,71,,6
,,,,
20200604,VI,71,,6
,,,,
20200603,VI,70,,6
,,,,
20200602,VI,70,,6
,,,,
20200601,VI,70,,6
,,,,
20200531,VI,69,,6
,,,,
20200530,VI,69,,6
,,,,
20200529,VI,69,,6
,,,,
20200528,VI,69,,6
,,,,
20200527,VI,69,,6
,,,,
20200526,VI,69,,6
,,,,
20200525,VI,69,,6
,,,,
20200524,VI,69,,6
,,,,
20200523,VI,69,,6
,,,,
20200522,VI,69,,6
,,,,
20200521,VI,69,,6
,,,,
20200520,VI,69,,6
,,,,
20200519,VI,69,,6
,,,,
20200518,VI,69,,6
,,,,
20200517,VI,69,,6
,,,,
20200516,VI,69,,6
,,,,
20200515,VI,69,,6
,,,,
20200514,VI,69,,6
,,,,
20200513,VI,69,,6
,,,,
20200512,VI,69,,6
,,,,
20200511,VI,69,,5
,,,,
20200510,VI,69,,4
,,,,
20200509,VI,68,,4
,,,,
20200508,VI,68,,4
,,,,
20200507,VI,66,,4
,,,,
20200506,VI,66,,4
,,,,
20200505,VI,66,,4
,,,,
20200504,VI,66,,4
,,,,
20200503,VI,66,,4
,,,,
20200502,VI,66,,4
,,,,
20200501,VI,66,,4
,,,,
20200430,VI,66,,4
,,,,
20200429,VI,62,,4
,,,,
20200428,VI,59,,4
,,,,
20200427,VI,59,,4
,,,,
20200426,VI,57,,4
,,,,
20200425,VI,55,,3
,,,,
20200424,VI,54,,3
,,,,
20200423,VI,54,,3
,,,,
20200422,VI,54,,3
,,,,
20200421,VI,54,,3
,,,,
20200420,VI,53,,3
,,,,
20200419,VI,53,,3
,,,,
20200418,VI,53,,3
,,,,
20200417,VI,51,,2
,,,,
20200416,VI,51,,1
,,,,
20200415,VI,51,,1
,,,,
20200414,VI,51,,1
,,,,
20200413,VI,51,,1
,,,,
20200412,VI,51,,1
,,,,
20200411,VI,51,,1
,,,,
20200410,VI,50,,1
,,,,
20200409,VI,46,,1
,,,,
20200408,VI,45,,1
,,,,
20200407,VI,43,,1
,,,,
20200406,VI,43,,1
,,,,
20200405,VI,42,,1
,,,,
20200404,VI,40,,
,,,,
20200403,VI,38,,
,,,,
20200402,VI,33,,
,,,,
20200401,VI,30,,
,,,,
20200331,VI,30,,
,,,,
20200330,VI,30,,
,,,,
20200329,VI,23,,
,,,,
20200328,VI,22,,
,,,,
20200327,VI,19,,
,,,,
20200326,VI,17,,
,,,,
20200325,VI,17,,
,,,,
20200324,VI,17,,
,,,,
20200323,VI,17,,
,,,,
20200322,VI,6,,
,,,,
20200321,VI,6,,
,,,,
20200320,VI,3,,
,,,,
20200319,VI,3,,
,,,,
20200318,VI,2,,
,,,,
20200317,VI,2,,
,,,,
20201202,VT,4461,,74
,,,,
20201201,VT,4461,,72
,,,,
20201130,VT,4360,,69
,,,,
20201129,VT,4293,,67
,,,,
20201128,VT,4223,,67
,,,,
20201127,VT,4154,,67
,,,,
20201126,VT,4114,,64
,,,,
20201125,VT,4017,,64
,,,,
20201124,VT,3938,,64
,,,,
20201123,VT,3845,,63
,,,,
20201122,VT,3795,,63
,,,,
20201121,VT,3727,,63
,,,,
20201120,VT,3639,,62
,,,,
20201119,VT,3551,,61
,,,,
20201118,VT,3407,,60
,,,,
20201117,VT,3255,,59
,,,,
20201116,VT,3201,,59
,,,,
20201115,VT,3095,,59
,,,,
20201114,VT,2971,,59
,,,,
20201113,VT,2927,,59
,,,,
20201112,VT,2829,,59
,,,,
20201111,VT,2727,,59
,,,,
20201110,VT,2602,,59
,,,,
20201109,VT,2513,,59
,,,,
20201108,VT,2461,,59
,,,,
20201107,VT,2436,,59
,,,,
20201106,VT,2382,,58
,,,,
20201105,VT,2354,,58
,,,,
20201104,VT,2326,,58
,,,,
20201103,VT,2288,,58
,,,,
20201102,VT,2257,,58
,,,,
20201101,VT,2235,,58
,,,,
20201031,VT,2212,,58
,,,,
20201030,VT,2195,,58
,,,,
20201029,VT,2173,,58
,,,,
20201028,VT,2154,,58
,,,,
20201027,VT,2138,,58
,,,,
20201026,VT,2127,,58
,,,,
20201025,VT,2096,,58
,,,,
20201024,VT,2087,,58
,,,,
20201023,VT,2057,,58
,,,,
20201022,VT,2029,,58
,,,,
20201021,VT,1999,,58
,,,,
20201020,VT,1983,,58
,,,,
20201019,VT,1963,,58
,,,,
20201018,VT,1951,,58
,,,,
20201017,VT,1943,,58
,,,,
20201016,VT,1932,,58
,,,,
20201015,VT,1923,,58
,,,,
20201014,VT,1910,,58
,,,,
20201013,VT,1894,,58
,,,,
20201012,VT,1891,,58
,,,,
20201011,VT,1880,,58
,,,,
20201010,VT,1871,,58
,,,,
20201009,VT,1861,,58
,,,,
20201008,VT,1851,,58
,,,,
20201007,VT,1843,,58
,,,,
20201006,VT,1832,,58
,,,,
20201005,VT,1825,,58
,,,,
20201004,VT,1821,,58
,,,,
20201003,VT,1788,,58
,,,,
20201002,VT,1782,,58
,,,,
20201001,VT,1773,,58
,,,,
20200930,VT,1759,,58
,,,,
20200929,VT,1756,,58
,,,,
20200928,VT,1753,,58
,,,,
20200927,VT,1749,,58
,,,,
20200926,VT,1746,,58
,,,,
20200925,VT,1744,,58
,,,,
20200924,VT,1734,,58
,,,,
20200923,VT,1727,,58
,,,,
20200922,VT,1725,,58
,,,,
20200921,VT,1724,,58
,,,,
20200920,VT,1722,,58
,,,,
20200919,VT,1718,,58
,,,,
20200918,VT,1713,,58
,,,,
20200917,VT,1709,,58
,,,,
20200916,VT,1707,,58
,,,,
20200915,VT,1704,,58
,,,,
20200914,VT,1702,,58
,,,,
20200913,VT,1695,,58
,,,,
20200912,VT,1684,,58
,,,,
20200911,VT,1677,,58
,,,,
20200910,VT,1668,,58
,,,,
20200909,VT,1660,,58
,,,,
20200908,VT,1657,,58
,,,,
20200907,VT,1652,,58
,,,,
20200906,VT,1650,,58
,,,,
20200905,VT,1646,,58
,,,,
20200904,VT,1645,,58
,,,,
20200903,VT,1640,,58
,,,,
20200902,VT,1630,,58
,,,,
20200901,VT,1625,,58
,,,,
20200831,VT,1623,,58
,,,,
20200830,VT,1617,,58
,,,,
20200829,VT,1612,,58
,,,,
20200828,VT,1601,,58
,,,,
20200827,VT,1589,,58
,,,,
20200826,VT,1585,,58
,,,,
20200825,VT,1574,,58
,,,,
20200824,VT,1570,,58
,,,,
20200823,VT,1564,,58
,,,,
20200822,VT,1556,,58
,,,,
20200821,VT,1551,,58
,,,,
20200820,VT,1540,,58
,,,,
20200819,VT,1536,,58
,,,,
20200818,VT,1532,,58
,,,,
20200817,VT,1530,,58
,,,,
20200816,VT,1527,,58
,,,,
20200815,VT,1515,,58
,,,,
20200814,VT,1510,,58
,,,,
20200813,VT,1501,,58
,,,,
20200812,VT,1484,,58
,,,,
20200811,VT,1478,,58
,,,,
20200810,VT,1473,,58
,,,,
20200809,VT,1461,,58
,,,,
20200808,VT,1458,,58
,,,,
20200807,VT,1453,,58
,,,,
20200806,VT,1447,,58
,,,,
20200805,VT,1446,,57
,,,,
20200804,VT,1436,,57
,,,,
20200803,VT,1431,,57
,,,,
20200802,VT,1426,,57
,,,,
20200801,VT,1425,,57
,,,,
20200731,VT,1421,,57
,,,,
20200730,VT,1416,,57
,,,,
20200729,VT,1408,,56
,,,,
20200728,VT,1407,,56
,,,,
20200727,VT,1406,,56
,,,,
20200726,VT,1403,,56
,,,,
20200725,VT,1401,,56
,,,,
20200724,VT,1397,,56
,,,,
20200723,VT,1384,,56
,,,,
20200722,VT,1379,,56
,,,,
20200721,VT,1368,,56
,,,,
20200720,VT,1366,,56
,,,,
20200719,VT,1359,,56
,,,,
20200718,VT,1349,,56
,,,,
20200717,VT,1339,,56
,,,,
20200716,VT,1336,,56
,,,,
20200715,VT,1327,,56
,,,,
20200714,VT,1317,,56
,,,,
20200713,VT,1305,,56
,,,,
20200712,VT,1301,,56
,,,,
20200711,VT,1295,,56
,,,,
20200710,VT,1282,,56
,,,,
20200709,VT,1277,,56
,,,,
20200708,VT,1272,,56
,,,,
20200707,VT,1258,,56
,,,,
20200706,VT,1256,,56
,,,,
20200705,VT,1253,,56
,,,,
20200704,VT,1251,,56
,,,,
20200703,VT,1240,,56
,,,,
20200702,VT,1238,,56
,,,,
20200701,VT,1229,,56
,,,,
20200630,VT,1212,,56
,,,,
20200629,VT,1210,,56
,,,,
20200628,VT,1210,,56
,,,,
20200627,VT,1204,,56
,,,,
20200626,VT,1201,,56
,,,,
20200625,VT,1199,,56
,,,,
20200624,VT,1192,,56
,,,,
20200623,VT,1185,,56
,,,,
20200622,VT,1165,,56
,,,,
20200621,VT,1163,,56
,,,,
20200620,VT,1159,,56
,,,,
20200619,VT,1147,,56
,,,,
20200618,VT,1143,,56
,,,,
20200617,VT,1135,,55
,,,,
20200616,VT,1129,,55
,,,,
20200615,VT,1129,,55
,,,,
20200614,VT,1126,,55
,,,,
20200613,VT,1125,,55
,,,,
20200612,VT,1123,,55
,,,,
20200611,VT,1118,,55
,,,,
20200610,VT,1108,,55
,,,,
20200609,VT,1092,,55
,,,,
20200608,VT,1081,,55
,,,,
20200607,VT,1073,,55
,,,,
20200606,VT,1061,,55
,,,,
20200605,VT,1044,,55
,,,,
20200604,VT,1027,,55
,,,,
20200603,VT,1025,,55
,,,,
20200602,VT,989,,55
,,,,
20200601,VT,987,,55
,,,,
20200531,VT,985,,55
,,,,
20200530,VT,981,,55
,,,,
20200529,VT,977,,55
,,,,
20200528,VT,975,,55
,,,,
20200527,VT,974,,54
